months_as_customer;age;policy_state;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_make;auto_model;auto_year;fraud_reported
233;43;0.258;0.262;1000;954.18;0.0;0.234;0.262;0.282;0.116;0.293;0;0;0.27;0.254;0.107;0.318;0.294;0.221;17;3;0.24;2;3;0.229;42500;8500;4250.0;29750;0.179;0.129;15;0
334;50;0.258;0.216;500;1216.24;0.0;0.26;0.224;0.169;0.276;0.27;26700;-47200;0.29;0.312;0.605;0.269;0.221;0.261;7;1;0.24;2;0;0.255;50000;5000;10000.0;35000;0.276;0.409;7;0
156;32;0.227;0.262;500;1479.48;0.0;0.26;0.224;0.212;0.161;0.24;0;0;0.29;0.276;0.605;0.318;0.221;0.221;15;1;0.258;1;3;0.229;74690;6790;13580.0;54320;0.25;0.325;7;1
184;38;0.227;0.262;1000;1437.53;0.0;0.234;0.262;0.291;0.826;0.258;0;0;0.27;0.254;0.107;0.291;0.266;0.221;6;3;0.24;0;2;0.255;53730;11940;5970.0;35820;0.25;0.325;2;1
56;29;0.227;0.257;1000;1523.17;0.0;0.26;0.224;0.212;0.163;0.21;0;0;0.27;0.276;0.605;0.269;0.266;0.234;10;3;0.24;1;2;0.229;94560;7880;15760.0;70920;0.164;0.24;20;0
4;39;0.227;0.257;1000;1326.98;6000000.0;0.234;0.225;0.237;0.266;0.24;64200;0;0.27;0.276;0.107;0.291;0.227;0.234;14;3;0.258;1;3;0.255;54120;4510;9020.0;40590;0.164;0.24;8;0
31;36;0.227;0.216;2000;1318.24;7993219.794354623;0.234;0.262;0.212;0.093;0.258;0;-78600;0.095;0.089;0.066;0.066;0.179;0.289;9;1;0.24;0;1;0.229;4700;940;470.0;3290;0.25;0.162;13;0
328;48;0.227;0.262;500;1411.43;0.0;0.26;0.224;0.246;0.161;0.21;45100;-32800;0.29;0.276;0.605;0.291;0.221;0.224;17;1;0.258;2;1;0.255;59400;5940;11880.0;41580;0.255;0.363;1;0
263;43;0.254;0.216;1000;1294.04;0.0;0.234;0.224;0.204;0.163;0.258;0;0;0.29;0.312;0.107;0.269;0.294;0.224;17;1;0.258;2;3;0.229;79320;13220;6610.0;59490;0.179;0.13;18;0
211;37;0.258;0.262;2000;1295.63;4000000.0;0.234;0.264;0.246;0.224;0.258;42200;-33800;0.27;0.276;0.128;0.209;0.179;0.234;22;3;0.258;1;0;0.255;53460;5940;5940.0;41580;0.255;0.15;6;0
242;41;0.258;0.262;2000;1153.54;6000000.0;0.26;0.224;0.222;0.276;0.24;0;-57000;0.27;0.312;0.107;0.269;0.221;0.221;3;3;0.24;0;1;0.255;68090;12380;12380.0;43330;0.186;0.15;6;0
236;39;0.254;0.262;1000;1151.39;4000000.0;0.234;0.224;0.368;0.266;0.27;0;-63900;0.095;0.089;0.107;0.209;0.221;0.242;17;1;0.258;0;0;0.255;8700;870;1740.0;6090;0.19;0.083;12;0
84;29;0.258;0.262;1000;1117.17;0.0;0.234;0.225;0.237;0.2;0.258;0;-29900;0.095;0.089;0.066;0.209;0.294;0.289;6;1;0.258;2;0;0.229;6820;620;1240.0;4960;0.277;0.05;10;0
370;55;0.227;0.257;2000;972.18;0.0;0.26;0.225;0.212;0.228;0.293;72700;-68200;0.27;0.312;0.605;0.291;0.294;0.248;20;3;0.24;0;0;0.229;71520;17880;5960.0;47680;0.238;0.285;15;1
406;58;0.258;0.262;2000;1117.04;0.0;0.26;0.264;0.368;0.2;0.21;0;-42700;0.27;0.276;0.128;0.318;0.179;0.234;15;3;0.24;1;2;0.255;65520;10920;5460.0;49140;0.279;0.285;6;0
146;31;0.258;0.262;2000;1082.72;0.0;0.234;0.264;0.237;0.2;0.258;61400;-57500;0.085;0.089;0.107;0.066;0.294;0.234;3;1;0.258;2;0;0.255;5220;580;580.0;4060;0.19;0.222;0;0
229;37;0.254;0.216;1000;1331.94;0.0;0.234;0.224;0.302;0.265;0.258;0;-55400;0.29;0.312;0.128;0.318;0.221;0.261;17;1;0.24;0;2;0.229;54560;9920;9920.0;34720;0.225;0.185;11;0
246;44;0.258;0.262;2000;1649.18;0.0;0.26;0.262;0.302;0.265;0.293;0;-58600;0.29;0.276;0.605;0.318;0.221;0.248;18;1;0.258;1;2;0.229;61380;11160;5580.0;44640;0.255;0.363;6;1
297;48;0.227;0.216;1000;1243.68;0.0;0.26;0.224;0.222;0.091;0.27;0;-71400;0.27;0.276;0.605;0.318;0.221;0.242;18;3;0.24;0;2;0.255;54960;6870;0.0;48090;0.186;0.15;13;1
316;45;0.227;0.257;2000;1290.74;5000000.0;0.234;0.225;0.212;0.093;0.205;58300;0;0.27;0.254;0.605;0.291;0.227;0.242;6;3;0.24;2;0;0.229;78870;7170;14340.0;57360;0.238;0.156;2;0
90;31;0.258;0.262;2000;951.27;0.0;0.234;0.264;0.169;0.23;0.258;42100;0;0.29;0.312;0.128;0.318;0.294;0.248;2;1;0.258;1;0;0.229;75790;13780;6890.0;55120;0.19;0.083;8;0
165;35;0.227;0.262;500;900.02;6000000.0;0.26;0.262;0.297;0.091;0.21;0;-49900;0.29;0.276;0.128;0.318;0.294;0.242;8;1;0.24;1;3;0.229;69700;6970;6970.0;55760;0.277;0.05;7;0
78;27;0.258;0.216;500;1060.88;0.0;0.26;0.261;0.169;0.224;0.293;0;-66500;0.095;0.089;0.066;0.209;0.294;0.234;4;1;0.24;0;3;0.255;6050;550;1100.0;4400;0.279;0.273;6;0
211;35;0.227;0.257;500;1040.75;0.0;0.234;0.261;0.212;0.228;0.258;0;0;0.29;0.312;0.128;0.291;0.179;0.234;1;1;0.258;1;1;0.255;42000;7000;7000.0;28000;0.277;0.304;4;0
141;30;0.254;0.216;1000;1347.04;0.0;0.26;0.225;0.276;0.161;0.21;0;-82100;0.095;0.089;0.107;0.066;0.294;0.234;6;1;0.24;1;2;0.229;6480;540;1080.0;4860;0.255;0.363;19;0
94;26;0.254;0.257;500;722.66;0.0;0.26;0.264;0.368;0.091;0.205;50300;0;0.27;0.276;0.605;0.269;0.436;0.242;6;3;0.258;1;2;0.229;36700;3670;7340.0;25690;0.179;0.129;5;0
194;34;0.254;0.257;1000;1423.34;0.0;0.26;0.234;0.276;0.091;0.258;55300;-37900;0.085;0.089;0.107;0.066;0.179;0.224;0;1;0.258;0;3;0.255;9100;1400;1400.0;6300;0.276;0.1;12;0
3;29;0.227;0.257;500;995.7;5000000.0;0.234;0.261;0.169;0.826;0.24;0;0;0.095;0.089;0.066;0.209;0.266;0.242;3;1;0.24;2;1;0.255;5000;500;1000.0;3500;0.338;0.259;7;1
440;57;0.227;0.257;1000;995.55;5000000.0;0.26;0.262;0.222;0.228;0.27;51500;-52100;0.27;0.312;0.605;0.209;0.294;0.289;19;3;0.258;0;3;0.255;68200;12400;12400.0;43400;0.164;0.119;8;1
79;25;0.258;0.216;500;1863.04;0.0;0.234;0.234;0.169;0.228;0.258;53400;-35200;0.29;0.276;0.128;0.269;0.227;0.234;0;1;0.24;2;1;0.255;67800;13560;6780.0;47460;0.338;0.38;20;0
264;44;0.227;0.257;500;1047.06;6000000.0;0.26;0.262;0.368;0.195;0.27;0;0;0.27;0.312;0.605;0.269;0.294;0.242;20;3;0.24;0;2;0.255;69850;12700;6350.0;50800;0.305;0.285;16;0
81;25;0.254;0.257;500;920.3;5000000.0;0.234;0.225;0.282;0.23;0.21;51000;-67900;0.27;0.312;0.605;0.318;0.179;0.248;11;3;0.24;1;0;0.255;73920;13440;6720.0;53760;0.255;0.363;12;1
0;32;0.258;0.216;1000;1377.04;0.0;0.26;0.262;0.282;0.265;0.27;61400;-41100;0.27;0.312;0.107;0.291;0.221;0.242;6;4;0.24;1;1;0.255;39720;6620;6620.0;26480;0.19;0.222;13;0
233;39;0.258;0.216;2000;1524.18;0.0;0.26;0.261;0.297;0.266;0.24;0;0;0.27;0.312;0.107;0.269;0.294;0.221;20;3;0.24;1;0;0.229;48870;5430;5430.0;38010;0.225;0.185;16;0
402;54;0.258;0.262;2000;1285.09;0.0;0.26;0.261;0.302;0.29;0.258;48000;-79600;0.29;0.312;0.605;0.318;0.221;0.242;19;1;0.24;0;2;0.229;67770;7530;15060.0;45180;0.338;0.4;2;1
128;30;0.258;0.257;1000;1061.33;0.0;0.26;0.264;0.237;0.163;0.21;43300;-66200;0.29;0.276;0.605;0.291;0.179;0.221;8;1;0.24;0;3;0.255;68530;12460;6230.0;49840;0.304;0.344;18;0
224;40;0.258;0.257;2000;1291.7;0.0;0.234;0.261;0.276;0.093;0.258;0;-55600;0.29;0.254;0.107;0.318;0.294;0.234;21;1;0.24;1;0;0.229;69840;7760;15520.0;46560;0.25;0.162;6;0
113;29;0.258;0.262;2000;1091.73;0.0;0.26;0.264;0.368;0.109;0.258;36100;-42300;0.27;0.312;0.107;0.318;0.221;0.242;15;3;0.24;0;2;0.229;49950;5550;5550.0;38850;0.179;0.13;11;1
233;37;0.227;0.257;2000;1603.42;0.0;0.234;0.225;0.276;0.2;0.27;61600;-30200;0.29;0.276;0.128;0.269;0.221;0.261;17;1;0.258;0;2;0.229;80520;13420;6710.0;60390;0.186;0.15;10;0
214;41;0.227;0.216;500;1398.51;4000000.0;0.26;0.224;0.282;0.276;0.258;0;-57100;0.27;0.254;0.605;0.269;0.309;0.234;13;3;0.24;2;0;0.255;64000;12800;6400.0;44800;0.277;0.437;19;1
230;44;0.254;0.262;2000;1009.37;0.0;0.234;0.262;0.212;0.23;0.293;45400;-39400;0.29;0.276;0.128;0.269;0.294;0.224;19;1;0.24;0;2;0.229;74140;13480;13480.0;47180;0.277;0.304;0;0
299;44;0.258;0.216;1000;1653.32;0.0;0.234;0.262;0.169;0.161;0.293;0;-48800;0.29;0.312;0.107;0.291;0.179;0.242;3;1;0.258;2;0;0.255;54240;6780;6780.0;40680;0.238;0.3;6;0
440;55;0.227;0.262;500;1275.62;0.0;0.234;0.234;0.169;0.266;0.293;0;-56200;0.27;0.254;0.107;0.209;0.221;0.224;18;3;0.258;2;1;0.255;61400;6140;6140.0;49120;0.179;0.13;20;0
142;33;0.254;0.257;2000;1362.64;5000000.0;0.234;0.261;0.368;0.74;0.27;0;0;0.29;0.254;0.128;0.318;0.309;0.261;11;1;0.258;1;3;0.255;81360;6780;13560.0;61020;0.238;0.156;6;1
277;46;0.227;0.262;2000;1177.57;0.0;0.234;0.234;0.169;0.2;0.205;0;-65500;0.085;0.089;0.107;0.209;0.227;0.289;4;1;0.24;2;3;0.255;3870;430;860.0;2580;0.164;0.119;5;0
316;46;0.258;0.257;500;1219.94;7000000.0;0.234;0.224;0.212;0.228;0.27;0;-51000;0.29;0.254;0.107;0.291;0.221;0.289;13;1;0.24;0;1;0.229;63100;6310;12620.0;44170;0.19;0.2;15;0
9;30;0.227;0.257;1000;1073.83;0.0;0.234;0.225;0.237;0.116;0.258;0;0;0.29;0.312;0.128;0.209;0.221;0.221;12;1;0.24;0;0;0.255;85690;15580;15580.0;54530;0.277;0.05;4;0
439;56;0.254;0.262;500;1082.49;0.0;0.234;0.264;0.212;0.826;0.24;36100;-55000;0.27;0.276;0.605;0.269;0.294;0.261;12;3;0.24;2;3;0.255;56430;0;6270.0;50160;0.255;0.15;1;0
458;59;0.254;0.257;1000;1685.69;0.0;0.234;0.225;0.222;0.23;0.27;31400;0;0.29;0.276;0.128;0.209;0.227;0.248;23;1;0.24;2;2;0.229;71800;14360;14360.0;43080;0.164;0.24;20;0
137;35;0.258;0.216;500;1107.07;0.0;0.234;0.225;0.222;0.163;0.205;0;-45300;0.085;0.089;0.107;0.209;0.227;0.248;21;1;0.24;0;0;0.229;3300;600;600.0;2100;0.225;0.285;7;0
128;35;0.254;0.262;1000;1074.99;0.0;0.234;0.234;0.169;0.161;0.205;0;-48800;0.085;0.089;0.066;0.209;0.227;0.261;16;1;0.24;2;0;0.255;7590;1380;690.0;5520;0.19;0.222;3;0
255;39;0.258;0.262;500;1453.95;0.0;0.234;0.264;0.246;0.161;0.258;38200;0;0.27;0.254;0.128;0.269;0.179;0.242;17;3;0.258;0;3;0.255;29300;2930;5860.0;20510;0.304;0.27;5;0
234;44;0.254;0.216;500;1780.67;0.0;0.26;0.234;0.169;0.193;0.293;0;0;0.29;0.254;0.605;0.291;0.309;0.242;3;1;0.24;1;0;0.255;70200;7020;7020.0;56160;0.305;0.37;3;1
155;35;0.227;0.216;1000;1088.34;0.0;0.234;0.234;0.169;0.3;0.293;81100;0;0.27;0.276;0.128;0.209;0.221;0.289;16;3;0.258;2;3;0.255;29790;3310;3310.0;23170;0.277;0.05;7;0
272;43;0.258;0.257;1000;1279.13;0.0;0.26;0.264;0.297;0.161;0.293;0;0;0.27;0.254;0.107;0.291;0.309;0.242;5;3;0.24;1;2;0.229;81070;7370;14740.0;58960;0.304;0.27;9;1
27;32;0.258;0.257;500;1008.38;0.0;0.234;0.264;0.169;0.3;0.293;37900;0;0.29;0.276;0.128;0.291;0.294;0.289;11;1;0.24;1;0;0.255;61500;12300;6150.0;43050;0.25;0.162;2;0
152;33;0.254;0.257;1000;1034.27;0.0;0.234;0.261;0.246;0.193;0.205;0;0;0.29;0.276;0.107;0.269;0.221;0.248;18;1;0.24;1;0;0.255;63900;7100;7100.0;49700;0.19;0.2;1;0
180;36;0.227;0.257;500;1272.46;0.0;0.26;0.262;0.212;0.193;0.27;0;0;0.27;0.276;0.107;0.291;0.221;0.221;7;3;0.258;2;1;0.255;69630;12660;6330.0;50640;0.186;0.15;17;0
86;29;0.227;0.257;2000;1409.06;0.0;0.26;0.225;0.212;0.3;0.205;74200;-68100;0.29;0.276;0.107;0.209;0.221;0.221;0;1;0.24;2;2;0.229;62920;9680;14520.0;38720;0.19;0.222;10;0
259;42;0.258;0.257;2000;1170.53;0.0;0.234;0.264;0.246;0.195;0.27;65000;-49200;0.27;0.312;0.128;0.269;0.179;0.234;17;3;0.24;1;2;0.229;62590;5690;11380.0;45520;0.179;0.129;9;0
179;32;0.258;0.216;2000;1246.68;0.0;0.234;0.264;0.169;0.163;0.21;0;0;0.29;0.276;0.107;0.269;0.221;0.289;10;1;0.24;0;1;0.255;53100;5900;5900.0;41300;0.238;0.3;9;0
131;29;0.254;0.262;1000;978.27;0.0;0.234;0.234;0.276;0.228;0.21;65700;0;0.29;0.276;0.605;0.269;0.294;0.248;5;1;0.24;1;3;0.255;76400;15280;7640.0;53480;0.238;0.285;12;0
203;38;0.227;0.262;500;1394.43;0.0;0.234;0.224;0.169;0.224;0.258;0;0;0.29;0.276;0.605;0.291;0.227;0.261;7;1;0.24;0;1;0.229;55440;0;6160.0;49280;0.179;0.29;16;1
235;39;0.227;0.257;500;1046.58;4000000.0;0.26;0.264;0.282;0.193;0.27;0;-31700;0.085;0.089;0.066;0.066;0.221;0.248;1;1;0.24;2;1;0.255;4950;450;900.0;3600;0.276;0.409;5;0
228;44;0.227;0.216;1000;1583.91;6000000.0;0.26;0.234;0.276;0.29;0.24;66000;-46000;0.085;0.089;0.107;0.066;0.221;0.289;20;1;0.24;0;1;0.255;6500;1300;650.0;4550;0.19;0.083;6;0
162;31;0.254;0.257;1000;1050.24;0.0;0.234;0.224;0.169;0.826;0.27;30700;0;0.095;0.089;0.107;0.066;0.309;0.289;7;1;0.24;0;0;0.255;3600;360;720.0;2520;0.277;0.304;2;1
230;37;0.227;0.216;1000;1060.74;0.0;0.26;0.264;0.282;0.266;0.21;0;-51500;0.29;0.312;0.605;0.291;0.294;0.261;15;1;0.258;2;3;0.255;49100;9820;4910.0;34370;0.238;0.3;19;1
295;48;0.258;0.216;1000;1332.07;0.0;0.234;0.264;0.368;0.276;0.24;49700;-59100;0.27;0.254;0.128;0.291;0.221;0.248;20;2;0.24;2;1;0.229;86060;13240;13240.0;59580;0.279;0.273;13;0
342;49;0.258;0.262;500;1722.95;0.0;0.26;0.264;0.291;0.265;0.258;63100;-13800;0.29;0.312;0.107;0.269;0.179;0.248;3;1;0.24;2;0;0.229;76700;7670;7670.0;61360;0.238;0.156;9;0
164;38;0.227;0.262;2000;1269.76;0.0;0.234;0.264;0.291;0.3;0.258;44300;0;0.29;0.312;0.107;0.269;0.221;0.248;4;1;0.24;1;3;0.229;90000;18000;9000.0;63000;0.305;0.285;0;0
243;44;0.227;0.262;500;809.11;0.0;0.26;0.261;0.297;0.276;0.293;33200;0;0.27;0.254;0.107;0.318;0.309;0.242;4;3;0.24;2;1;0.229;51400;5140;10280.0;35980;0.255;0.363;19;0
99;32;0.254;0.257;1000;1058.21;3000000.0;0.26;0.261;0.297;0.109;0.24;0;0;0.29;0.276;0.128;0.269;0.221;0.289;17;1;0.258;1;1;0.255;41130;4570;4570.0;31990;0.25;0.325;16;0
478;64;0.258;0.262;500;835.02;0.0;0.234;0.234;0.169;0.266;0.24;59600;0;0.27;0.254;0.107;0.269;0.179;0.248;17;3;0.24;1;1;0.255;33930;0;3770.0;30160;0.277;0.437;17;0
20;21;0.258;0.262;1000;1390.29;0.0;0.234;0.224;0.169;0.276;0.293;0;-41200;0.29;0.312;0.107;0.269;0.266;0.221;14;1;0.24;0;0;0.255;62900;12580;6290.0;44030;0.19;0.222;9;0
241;43;0.254;0.262;1000;935.77;0.0;0.26;0.234;0.212;0.109;0.21;0;-36000;0.085;0.089;0.066;0.209;0.266;0.234;21;1;0.24;1;0;0.229;7150;1300;650.0;5200;0.279;0.285;12;0
287;45;0.258;0.216;1000;1230.69;0.0;0.26;0.224;0.291;0.109;0.258;0;-54600;0.29;0.276;0.107;0.269;0.227;0.242;19;1;0.24;0;2;0.255;53800;5380;5380.0;43040;0.19;0.222;9;0
260;46;0.258;0.257;2000;1482.57;0.0;0.26;0.264;0.169;0.266;0.205;35000;0;0.29;0.276;0.107;0.269;0.221;0.261;7;1;0.24;0;1;0.255;64080;10680;10680.0;42720;0.186;0.143;10;0
208;36;0.227;0.262;500;1153.49;0.0;0.26;0.234;0.297;0.265;0.293;0;0;0.27;0.254;0.128;0.318;0.294;0.289;16;3;0.258;1;0;0.229;50500;10100;5050.0;35350;0.19;0.2;11;0
295;46;0.254;0.257;500;1672.88;0.0;0.234;0.225;0.246;0.116;0.27;0;0;0.29;0.312;0.107;0.269;0.221;0.261;5;1;0.258;1;1;0.255;60700;12140;6070.0;42490;0.255;0.363;18;0
283;48;0.258;0.216;1000;1474.66;0.0;0.234;0.261;0.276;0.228;0.205;0;-46200;0.095;0.089;0.066;0.209;0.221;0.248;9;1;0.24;2;3;0.255;6560;820;820.0;4920;0.279;0.285;12;0
266;42;0.227;0.216;1000;763.67;0.0;0.26;0.234;0.212;0.163;0.21;12800;-49700;0.29;0.254;0.128;0.209;0.294;0.221;12;1;0.258;1;3;0.229;70830;7870;7870.0;55090;0.164;0.24;10;0
78;31;0.254;0.262;1000;1554.64;4000000.0;0.26;0.264;0.222;0.29;0.21;0;-27900;0.29;0.276;0.605;0.318;0.179;0.242;21;1;0.24;1;0;0.255;55660;5060;10120.0;40480;0.255;0.15;6;1
298;45;0.227;0.216;1000;1362.29;0.0;0.26;0.225;0.302;0.3;0.24;0;-51100;0.27;0.276;0.107;0.291;0.221;0.234;18;3;0.24;0;0;0.255;64000;12800;6400.0;44800;0.225;0.185;16;0
182;40;0.254;0.257;1000;1022.42;0.0;0.26;0.264;0.169;0.224;0.205;50000;-56900;0.29;0.276;0.128;0.318;0.294;0.234;13;1;0.258;0;2;0.255;71100;7110;14220.0;49770;0.304;0.27;7;0
209;38;0.258;0.262;500;1191.5;0.0;0.26;0.225;0.169;0.266;0.205;38600;-52900;0.29;0.312;0.128;0.209;0.179;0.289;8;1;0.24;2;0;0.255;80100;8900;8900.0;62300;0.304;0.27;0;0
11;39;0.227;0.262;2000;1470.06;0.0;0.26;0.264;0.169;0.3;0.205;56600;-45800;0.29;0.276;0.128;0.291;0.179;0.224;22;1;0.258;0;1;0.255;65790;7310;7310.0;51170;0.225;0.2;8;0
65;26;0.254;0.257;500;1285.03;3000000.0;0.234;0.225;0.297;0.091;0.24;0;-41500;0.29;0.312;0.107;0.269;0.227;0.224;0;1;0.24;1;3;0.255;52200;5220;10440.0;36540;0.255;0.15;4;0
106;28;0.258;0.257;2000;1609.11;0.0;0.26;0.225;0.297;0.276;0.21;0;0;0.085;0.089;0.107;0.209;0.179;0.248;8;1;0.258;2;1;0.229;5490;0;1220.0;4270;0.225;0.185;16;0
194;39;0.258;0.216;1000;1489.24;6000000.0;0.234;0.261;0.169;0.093;0.27;0;-45000;0.085;0.089;0.107;0.066;0.294;0.242;15;1;0.258;2;2;0.229;8060;1240;1240.0;5580;0.225;0.185;11;0
229;37;0.227;0.262;2000;1212.12;0.0;0.234;0.264;0.297;0.228;0.258;65600;0;0.27;0.254;0.605;0.318;0.179;0.261;14;3;0.258;1;1;0.229;68760;11460;5730.0;51570;0.305;0.285;20;0
130;28;0.258;0.216;1000;1003.15;0.0;0.234;0.261;0.302;0.163;0.293;0;-38500;0.27;0.276;0.107;0.291;0.294;0.248;21;2;0.258;2;1;0.255;85020;13080;13080.0;58860;0.305;0.285;5;0
210;38;0.254;0.262;500;999.52;0.0;0.26;0.261;0.282;0.109;0.293;0;0;0.085;0.089;0.107;0.209;0.227;0.242;6;1;0.24;1;2;0.255;8640;1440;720.0;6480;0.19;0.2;7;0
89;32;0.254;0.257;2000;1482.53;0.0;0.234;0.264;0.282;0.093;0.258;49100;-45100;0.095;0.089;0.066;0.209;0.179;0.221;5;1;0.258;1;2;0.255;100;10;20.0;70;0.304;0.27;13;0
237;40;0.254;0.257;1000;883.31;0.0;0.26;0.262;0.297;0.093;0.205;0;-53500;0.29;0.312;0.107;0.318;0.227;0.224;6;1;0.24;1;3;0.255;77880;7080;14160.0;56640;0.305;0.25;10;0
162;35;0.227;0.216;2000;1124.69;0.0;0.234;0.224;0.204;0.161;0.205;0;0;0.29;0.254;0.605;0.209;0.179;0.289;14;1;0.258;0;3;0.229;54340;9880;4940.0;39520;0.186;0.143;14;0
280;45;0.254;0.262;1000;1397.67;0.0;0.26;0.261;0.237;0.091;0.27;57900;0;0.27;0.276;0.107;0.318;0.221;0.289;0;3;0.258;1;2;0.255;84720;14120;14120.0;56480;0.305;0.25;16;0
151;37;0.254;0.262;500;1366.42;0.0;0.234;0.234;0.222;0.74;0.24;44000;0;0.27;0.312;0.128;0.269;0.294;0.289;14;3;0.24;1;2;0.229;59100;5910;5910.0;47280;0.179;0.29;17;1
291;46;0.258;0.216;1000;994.74;0.0;0.234;0.225;0.169;0.276;0.21;0;-55300;0.095;0.089;0.107;0.209;0.294;0.248;8;1;0.24;2;2;0.229;5580;620;620.0;4340;0.279;0.273;10;1
134;32;0.227;0.216;500;1612.43;0.0;0.234;0.264;0.169;0.3;0.21;36400;0;0.29;0.254;0.128;0.269;0.227;0.242;2;1;0.24;2;1;0.229;64240;11680;11680.0;40880;0.277;0.05;0;0
279;41;0.227;0.262;500;1497.35;0.0;0.234;0.261;0.212;0.161;0.205;37300;-31700;0.27;0.276;0.107;0.269;0.309;0.221;16;3;0.24;2;3;0.255;28800;0;3600.0;25200;0.305;0.285;2;0
225;41;0.258;0.216;2000;1103.58;0.0;0.26;0.225;0.368;0.193;0.24;41200;-36200;0.27;0.254;0.605;0.209;0.221;0.234;20;3;0.24;2;2;0.255;70400;6400;12800.0;51200;0.186;0.273;4;1
41;25;0.254;0.257;1000;1226.83;0.0;0.234;0.262;0.368;0.193;0.258;0;-56100;0.27;0.254;0.605;0.318;0.294;0.261;12;3;0.258;2;0;0.255;45120;0;5640.0;39480;0.19;0.222;4;1
405;55;0.227;0.262;500;878.19;0.0;0.26;0.264;0.237;0.109;0.24;57100;0;0.27;0.312;0.107;0.269;0.309;0.234;2;4;0.258;0;2;0.255;38640;4830;4830.0;28980;0.276;0.375;18;0
254;39;0.254;0.257;500;1362.87;0.0;0.234;0.264;0.368;0.826;0.293;35700;0;0.27;0.276;0.107;0.291;0.221;0.289;6;3;0.258;2;2;0.255;82320;13720;6860.0;61740;0.25;0.162;20;1
297;48;0.254;0.257;1000;1538.6;0.0;0.234;0.264;0.169;0.093;0.27;0;-54700;0.29;0.254;0.107;0.269;0.294;0.234;12;1;0.24;0;0;0.255;60600;6060;12120.0;42420;0.305;0.285;11;0
164;31;0.254;0.216;500;1114.68;0.0;0.234;0.234;0.169;0.266;0.205;44500;-55900;0.085;0.089;0.066;0.209;0.294;0.242;5;1;0.258;1;0;0.255;4320;480;480.0;3360;0.338;0.259;13;0
216;36;0.254;0.216;1000;1152.4;0.0;0.234;0.234;0.169;0.266;0.24;39600;-82400;0.095;0.089;0.107;0.209;0.227;0.242;0;1;0.258;2;3;0.255;6160;560;1680.0;3920;0.338;0.259;1;0
